profile_age_days,applications_7d,applications_30d,avg_applications_30d,app_to_avg_ratio,skills_count,endorsements_count,experience_years,skills_to_exp_ratio,institution_risk_score,company_risk_score,gpa_anomaly_score,tenure_gap_months,avg_tenure_months,time_since_last_app_hrs,is_new_device,ip_risk_score,email_risk_score,login_velocity_24h,failed_logins_24h,copy_paste_ratio,feature_noise_1,feature_noise_2,feature_noise_3,feature_noise_4
2397,3,12,6.0459,0.0658,14,11,4.5,2.661,0.6718,0.0978,0.38,3.6,16.9,7.69,0,0.1451,0.2584,5,0,0.1937,-0.91,1.037,97.0,0.0245
1896,3,21,2.0045,0.3435,9,12,3.4,2.21,0.5625,0.1334,0.3076,3.9,45.0,71.48,0,0.2428,0.1117,1,0,0.0885,0.1992,-0.8205,92.0,0.9377
2655,3,12,3.3186,0.1193,16,48,3.4,3.818,0.3543,0.1444,0.1961,6.3,11.8,44.94,0,0.3432,0.1074,0,1,0.3975,-1.6546,-0.3903,42.0,0.2089
1725,2,13,3.1782,0.1349,24,36,6.5,3.257,0.1368,0.1598,0.0516,1.4,11.8,618.11,0,0.2186,0.2511,2,0,0.3197,0.6511,1.8239,72.0,0.2404
1497,74,202,2.3805,2.7894,9,13,3.8,2.029,0.3399,0.4659,0.1484,3.2,19.2,0.0506,0,0.0927,0.2177,1,0,0.1037,-0.5713,-0.123,62.0,0.3516
3568,0,0,7.1629,0.0,22,4,8.0,2.491,0.2678,0.1789,0.3722,6.1,22.6,33.47,1,0.0486,0.4053,33,2,0.1208,1.5904,0.4872,91.0,0.8724
483,3,4,1.1148,0.1161,48,32,13.7,3.288,0.4301,0.3858,0.5984,2.0,33.9,19.42,0,0.304,0.1682,2,0,0.1085,-0.1023,0.2073,72.0,0.8461
3497,1,6,2.5764,0.0766,13,48,5.0,2.185,0.0543,0.0726,0.1232,1.7,71.5,11.74,0,0.3024,0.1593,0,0,0.2491,2.2392,-0.7544,33.0,0.0116
1289,0,10,1.3938,0.2336,19,56,5.1,3.242,0.5012,0.0343,0.0472,6.8,9.7,117.43,0,0.2127,0.602,3,0,0.2199,-0.8221,-0.8623,3.0,0.2719
3400,6,17,1.7136,0.3244,11,5,0.8,6.275,0.4735,0.2771,0.0849,1.1,4.6,35.2,1,0.1935,0.033,1,0,0.3286,0.8002,0.6861,79.0,0.5508
1817,5,8,0.8646,0.297,12,0,6.0,1.863,0.0931,0.0896,0.0589,1.4,23.9,10.51,0,0.2181,0.2351,2,0,0.3257,0.2931,-0.7713,50.0,0.2426
507,1,5,19.7625,0.0084,21,3,6.2,2.989,0.4113,0.2672,0.121,1.6,115.1,22.84,0,0.4268,0.1116,1,1,0.1378,0.5008,1.1464,20.0,0.6288
557,6,22,2.016,0.3578,11,21,2.8,2.964,0.2987,0.0283,0.0613,0.5,30.6,9.5,0,0.0369,0.2488,1,0,0.1202,0.622,-0.5855,96.0,0.4246
3300,6,11,8.3102,0.0439,21,30,5.7,3.179,0.1727,0.2118,0.0925,0.1,9.4,50.29,0,0.052,0.4275,1,0,0.1846,-0.4221,-1.081,5.0,0.6918
3046,3,18,6.0045,0.0994,75,6,40.0,1.83,0.1311,0.2231,0.5253,1.8,20.9,211.37,0,0.1181,0.2583,1,0,0.4309,-0.4938,-0.4991,15.0,0.2355
2326,3,19,2.1595,0.2888,28,50,7.7,3.314,0.2844,0.1096,0.1068,0.2,23.2,17.53,0,0.2835,0.3638,0,0,0.5611,-0.3273,-1.3699,16.0,0.9396
1718,2,18,7.702,0.0776,22,36,5.3,3.532,0.2296,0.1536,0.1857,2.9,14.7,190.56,0,0.1045,0.2421,2,0,0.3814,1.0017,-0.1036,25.0,0.9562
644,3,12,2.4873,0.1587,73,51,40.0,1.785,0.344,0.2458,0.2292,6.7,14.0,4.77,0,0.3302,0.2075,2,0,0.2191,-0.4311,-1.2023,33.0,0.4481
1153,3,6,7.265,0.0274,23,13,5.6,3.595,0.6226,0.1896,0.6779,0.6,30.8,53.17,0,0.5077,0.5624,2,0,0.2923,0.0636,-0.0173,47.0,0.5852
3442,3,4,2.9951,0.044,36,55,12.4,2.731,0.1723,0.0686,0.2838,0.3,14.6,42.0,0,0.2814,0.2716,1,0,0.4158,-0.2515,-0.2187,13.0,0.4116
2960,7,22,7.7688,0.094,20,27,6.7,2.651,0.0951,0.1293,0.2288,0.6,11.6,17.67,1,0.5175,0.5446,2,0,0.0904,-1.6102,-0.5867,84.0,0.5942
1062,1,8,1.5223,0.1714,26,1,8.3,2.85,0.1495,0.404,0.0401,5.9,3.0,78.76,0,0.0706,0.1779,2,0,0.2298,0.2211,-0.3118,23.0,0.5759
423,1,14,2.016,0.2277,16,22,5.4,2.574,0.6816,0.0282,0.2143,1.2,51.9,20.96,0,0.0441,0.2088,4,1,0.2268,-1.831,-0.2052,85.0,0.3475
528,4,5,5.7156,0.029,19,30,6.1,2.713,0.1708,0.1736,0.3074,2.1,26.9,153.4,0,0.0487,0.4354,0,0,0.1461,0.4234,-1.3635,41.0,0.3161
2935,2,21,6.6523,0.1047,20,13,4.5,3.698,0.2579,0.1185,0.1381,1.0,18.0,124.25,0,0.3795,0.1,4,0,0.1931,0.451,0.3171,9.0,0.9424
3072,6,22,4.8389,0.1505,27,36,13.0,1.963,0.369,0.2795,0.0867,0.4,9.0,4.21,0,0.2271,0.1199,0,0,0.0543,0.285,0.8932,82.0,0.4121
968,3,22,13.0387,0.0561,29,51,13.7,2.022,0.2688,0.1914,0.1594,5.1,29.3,53.92,0,0.4543,0.3521,3,0,0.2628,-0.0093,-0.461,62.0,0.843
2264,5,10,7.086,0.0468,26,0,7.8,3.054,0.1538,0.142,0.2734,0.1,23.6,24.48,0,0.1155,0.0816,3,1,0.0424,-0.0303,-0.2375,69.0,0.506
2903,1,20,2.4071,0.2732,16,0,5.8,2.383,0.4529,0.1067,0.2083,1.4,16.5,8.51,0,0.1843,0.1956,2,0,0.1103,-1.4375,0.4146,33.0,0.2664
2630,6,21,3.0221,0.2291,13,51,4.9,2.283,0.1081,0.041,0.0199,0.1,7.8,157.27,0,0.2336,0.1623,2,1,0.2384,0.1764,-3.0433,64.0,0.404
3530,4,6,4.5614,0.0435,15,28,2.5,4.401,0.4289,0.4022,0.085,3.0,28.7,33.6,0,0.0753,0.3377,2,1,0.43,-1.1504,0.5887,66.0,0.408
1905,2,7,2.3014,0.0999,6,36,1.6,2.558,0.1819,0.0418,0.0006,0.8,20.7,17.91,1,0.3744,0.047,0,0,0.2571,-0.4392,0.9724,4.0,0.7462
489,6,18,4.3229,0.1377,17,36,7.2,2.074,0.2938,0.0254,0.1834,0.0,84.6,5.62,0,0.0846,0.0984,2,0,0.0541,0.5755,-0.2415,91.0,0.492
3063,7,8,6.7023,0.0396,21,3,8.1,2.401,0.6759,0.722,0.0889,3.0,12.3,9.66,0,0.1976,0.0727,1,1,0.5043,-1.0577,0.6342,30.0,0.987
318,129,372,3.344,3.6715,7,22,3.4,1.708,0.1566,0.6284,0.0801,0.9,78.3,0.2791,0,0.1514,0.1055,0,0,0.4758,0.7578,0.8325,44.0,0.0789
1934,4,22,4.0506,0.1796,9,51,2.0,3.118,0.3242,0.2679,0.0779,1.1,3.7,64.39,1,0.5066,0.4734,1,1,0.0932,2.4428,-0.3384,86.0,0.1126
1899,7,10,5.5043,0.0602,15,45,5.8,2.255,0.3132,0.7518,0.1073,1.6,9.6,21.47,0,0.0475,0.1945,4,1,0.0777,0.515,1.5504,20.0,0.777
2018,5,14,3.1648,0.1459,13,19,2.9,3.587,0.018,0.5777,0.0772,2.5,70.5,54.11,0,0.2708,0.1198,1,0,0.4145,-0.5715,-0.2887,42.0,0.1192
307,3,6,7.3317,0.0272,23,57,6.2,3.192,0.5566,0.1639,0.204,7.4,17.0,17.29,1,0.1231,0.2487,2,0,0.1625,0.4523,1.9185,84.0,0.6566
2900,0,9,5.3945,0.0553,34,54,11.3,2.794,0.2729,0.4055,0.7179,0.3,24.6,28.41,0,0.3167,0.2274,1,0,0.3574,0.1614,-0.7083,85.0,0.6265
1951,1,8,1.2867,0.202,13,2,4.4,2.576,0.1219,0.4914,0.0728,4.1,34.7,64.77,0,0.3855,0.1234,1,0,0.2034,1.5165,-0.5718,45.0,0.021
438,6,11,9.0814,0.0402,19,1,5.8,2.784,0.4494,0.0788,0.0808,0.1,13.0,14.84,0,0.055,0.2223,0,0,0.1201,0.9791,-0.1771,43.0,0.4905
790,4,23,2.1713,0.3477,7,56,2.9,1.972,0.1309,0.4321,0.1103,1.5,10.5,35.7,1,0.1956,0.1861,1,1,0.1671,1.1232,-1.1735,31.0,0.0105
409,4,19,1.5457,0.4011,19,48,6.6,2.588,0.4023,0.0736,0.1881,4.9,18.3,25.96,0,0.1829,0.2114,1,2,0.1792,-0.5296,-0.3971,11.0,0.5622
313,4,19,4.5431,0.1384,8,16,4.1,1.717,0.0286,0.0177,0.6405,2.6,23.9,23.88,1,0.0594,0.3723,1,0,0.2382,0.8669,-0.5672,77.0,0.8641
1533,4,12,10.1174,0.0394,50,42,17.2,2.8,0.005,0.2733,0.0949,1.9,18.2,29.49,0,0.174,0.0371,3,0,0.5423,-1.6398,0.0316,80.0,0.9387
1470,5,16,1.1165,0.4638,11,51,2.3,3.568,0.259,0.1062,0.1622,1.1,13.9,189.6,0,0.6337,0.319,3,1,0.2751,-0.5715,-1.4811,53.0,0.5075
2261,0,14,11.6189,0.04,9,4,3.4,2.256,0.6121,0.4592,0.2719,2.3,31.5,44.32,0,0.0829,0.0135,1,0,0.2488,-0.331,-0.8558,5.0,0.9122
2760,3,7,3.4136,0.0677,63,49,24.0,2.551,0.2997,0.126,0.1172,15.4,120.0,72.95,1,0.0952,0.2656,0,0,0.0694,1.3623,0.5375,81.0,0.3688
511,7,14,10.891,0.0427,14,28,5.5,2.293,0.0884,0.281,0.4211,2.9,17.4,237.19,0,0.158,0.2521,1,0,0.4334,0.2602,-0.0753,61.0,0.344
1383,0,11,6.8168,0.0535,17,14,3.8,3.735,0.2492,0.3152,0.4236,1.4,30.8,126.21,0,0.2729,0.0907,2,1,0.1737,0.041,-2.15,60.0,0.2266
2647,3,12,5.3173,0.0748,8,0,1.5,3.281,0.2098,0.5858,0.0676,3.8,17.0,409.32,0,0.0864,0.238,2,1,0.197,0.4017,-0.8254,84.0,0.3399
7,6,23,8.5724,0.0891,7,19,0.8,42.7822,0.2716,0.1985,0.0603,0.4,12.0,431.57,0,0.1397,0.2208,2,1,0.6418,0.0622,1.0942,29.0,0.0448
2293,6,24,1.7549,0.4474,26,59,7.5,3.088,0.2904,0.2673,0.5823,6.9,18.7,17.78,0,0.0731,0.1677,0,0,0.2133,0.5526,0.8327,33.0,0.1097
3031,1,11,2.5074,0.1443,14,47,5.6,2.161,0.0532,0.3498,0.1525,0.1,14.5,16.18,0,0.1637,0.1974,0,0,0.1575,-0.2388,-0.3836,20.0,0.7012
1620,3,18,7.4011,0.0807,19,1,7.6,2.26,0.2432,0.3507,0.077,0.2,13.5,14.44,0,0.2528,0.211,2,0,0.2809,-0.6702,-0.642,76.0,0.742
3118,6,25,1.6697,0.4893,32,16,14.2,2.141,0.2036,0.3767,0.1144,3.4,42.2,166.42,0,0.1412,0.0969,0,1,0.1907,0.6641,0.0844,58.0,0.3526
1411,3,15,4.789,0.1037,29,18,9.8,2.719,0.0791,0.2514,0.313,5.5,28.3,23.88,0,0.1759,0.452,2,0,0.2345,-0.862,-0.8609,12.0,0.5942
1948,7,22,3.5992,0.2019,21,43,9.6,2.034,0.5297,0.5186,0.02,0.3,22.2,9.51,0,0.546,0.0875,3,0,0.1212,0.2926,-1.0413,47.0,0.5364
2475,5,20,3.8384,0.1722,22,3,6.3,3.13,0.2029,0.6371,0.0268,1.7,54.1,27.74,0,0.3113,0.1727,1,0,0.3292,-0.9356,-2.1473,75.0,0.1932
1131,6,18,6.1145,0.0976,38,25,16.0,2.231,0.3111,0.2908,0.0674,2.8,6.3,30.57,1,0.1621,0.3264,2,0,0.2867,-1.2198,0.3633,44.0,0.9265
2371,5,13,1.0045,0.4175,16,16,3.3,3.844,0.539,0.2252,0.5607,0.8,34.6,183.7,0,0.1958,0.2412,0,1,0.1132,-0.167,-1.3765,20.0,0.0136
825,7,22,2.5988,0.2786,5,4,1.7,2.059,0.2137,0.0257,0.374,3.1,44.7,57.78,0,0.1872,0.0905,0,0,0.4611,0.109,-0.8128,47.0,0.3852
408,1,14,4.2396,0.1092,6,19,3.7,1.436,0.4011,0.0127,0.1746,1.5,14.4,21.42,0,0.2972,0.2021,0,0,0.13,-1.5273,1.0708,64.0,0.6325
599,5,11,4.2903,0.0848,18,8,7.3,2.279,0.0689,0.3298,0.1115,7.9,21.2,22.13,0,0.0552,0.4254,1,0,0.2039,2.027,0.0345,22.0,0.0835
2372,7,26,0.7314,1.1333,12,47,4.1,2.539,0.0964,0.2609,0.2722,2.6,62.1,15.37,1,0.1426,0.1041,3,1,0.124,-0.24,1.066,66.0,0.0919
2906,1,20,3.7069,0.1782,56,10,19.6,2.755,0.264,0.141,0.2115,2.0,24.6,59.6,1,0.1584,0.1526,1,1,0.288,-0.0257,0.7448,24.0,0.6903
1445,0,2,4.8918,0.0135,29,57,8.3,3.206,0.6085,0.257,0.0355,2.7,20.4,10.62,1,0.0609,0.242,2,0,0.1474,-0.443,-0.3828,84.0,0.3961
1447,3,22,6.173,0.1182,13,57,4.5,2.441,0.2897,0.1569,0.5585,0.7,8.2,109.58,0,0.2061,0.0668,2,0,0.2524,0.5308,-1.6918,29.0,0.5621
1184,5,11,0.5133,0.6708,10,23,3.3,2.328,0.2966,0.1319,0.2284,10.6,40.4,12.19,0,0.324,0.1409,1,0,0.0354,1.4755,-1.7931,64.0,0.7679
1187,4,23,3.5706,0.2127,22,42,7.7,2.591,0.0384,0.0679,0.1738,1.7,86.4,66.82,0,0.1643,0.3016,2,0,0.509,0.1011,0.9777,70.0,0.7627
3236,5,13,1.453,0.2915,42,36,19.1,2.125,0.0676,0.0123,0.4213,6.1,11.3,57.62,0,0.3913,0.5022,0,0,0.5715,-0.0697,-1.5026,56.0,0.2025
542,2,7,7.9108,0.0294,7,1,0.5,5.331,0.2917,0.3921,0.2738,6.8,33.9,94.18,0,0.3671,0.3641,2,1,0.2229,-0.1382,-0.8688,37.0,0.522
3563,5,8,2.379,0.1105,24,21,13.6,1.698,0.6612,0.2898,0.1413,0.7,6.6,44.86,0,0.2396,0.0043,1,0,0.0938,-0.4222,0.4807,1.0,0.924
1464,4,4,3.773,0.035,11,29,6.0,1.647,0.1358,0.2492,0.0333,2.7,12.5,117.71,0,0.0095,0.1535,2,0,0.1864,0.1948,0.3378,24.0,0.1706
739,6,24,3.9265,0.202,28,46,10.3,2.551,0.2286,0.127,0.4746,3.0,14.5,41.29,0,0.6646,0.2441,3,0,0.2469,0.0063,-0.4847,98.0,0.2432
563,0,2,2.1558,0.0305,37,46,18.5,1.901,0.1057,0.408,0.0183,0.2,10.6,185.91,0,0.3064,0.1203,2,0,0.2129,-1.1783,0.9558,23.0,0.2731
1907,7,14,5.6054,0.0828,10,12,2.9,2.649,0.1412,0.1305,0.5791,0.2,17.5,144.6,1,0.1168,0.1693,2,1,0.3221,0.7798,0.6539,18.0,0.481
1392,7,9,1.8768,0.1571,72,47,40.0,1.769,0.3945,0.4361,0.0745,0.7,53.5,3.09,0,0.3046,0.1516,0,0,0.4054,-0.6623,-1.1951,70.0,0.5842
2628,7,26,1.3513,0.6259,48,4,14.1,3.213,0.0483,0.0598,0.1366,1.0,9.1,12.62,0,0.1898,0.2002,3,0,0.4393,1.1246,-2.1141,66.0,0.1942
1951,4,18,1.511,0.3885,18,27,9.8,1.727,0.1139,0.0895,0.1935,2.4,8.5,245.47,0,0.0932,0.3807,1,0,0.3299,-0.3399,0.6626,30.0,0.5806
1226,4,17,4.7979,0.1173,27,20,11.1,2.305,0.2947,0.2812,0.0875,5.1,8.2,720.0,0,0.1846,0.3539,1,0,0.0739,0.9289,-0.3039,98.0,0.6948
92,6,12,13.5514,0.0294,7,57,2.7,2.017,0.0479,0.1473,0.1363,8.9,5.9,513.58,0,0.193,0.0728,3,0,0.1893,0.5088,-0.4743,50.0,0.4384
113,6,14,2.862,0.1612,14,3,5.0,2.424,0.2945,0.4935,0.2904,4.2,24.7,335.94,0,0.2597,0.2051,1,0,0.4241,-0.8462,-0.2362,34.0,0.7221
2665,0,2,4.424,0.015,18,32,5.1,2.975,0.1883,0.0356,0.1247,1.8,13.3,222.18,0,0.0851,0.2083,1,0,0.0836,-1.0595,0.864,80.0,0.7963
3303,0,3,0.5746,0.1645,19,54,7.3,2.398,0.2411,0.086,0.1302,1.3,20.1,76.13,0,0.2986,0.4067,2,0,0.1303,0.4464,-0.1452,41.0,0.6544
2098,3,19,4.1875,0.15,35,31,11.7,2.828,0.4808,0.0212,0.2906,2.1,8.4,295.66,1,0.3033,0.1908,1,0,0.2956,0.1567,1.1951,57.0,0.2661
947,1,3,1.4065,0.0695,76,58,24.5,2.983,0.2401,0.141,0.4173,7.8,13.4,3.07,0,0.352,0.1319,0,0,0.0803,0.5664,-0.2603,84.0,0.644
413,2,7,14.9017,0.0156,38,16,10.9,3.208,0.0929,0.1116,0.2529,1.3,34.0,17.29,0,0.1228,0.0113,2,0,0.0927,0.3367,0.9062,8.0,0.5861
1428,4,22,5.6813,0.1283,6,43,1.9,2.12,0.1325,0.2335,0.0152,1.8,13.3,11.5,0,0.1554,0.0151,1,1,0.1562,1.0967,-0.6678,60.0,0.2832
3504,7,19,3.0254,0.2071,15,51,3.7,3.28,0.4554,0.3361,0.2664,0.8,9.3,163.58,1,0.2551,0.2495,1,1,0.5062,0.6729,-0.5745,29.0,0.3029
2791,5,13,7.6799,0.0562,79,39,26.8,2.861,0.0284,0.3905,0.2643,1.7,36.4,28.28,0,0.0838,0.1089,0,1,0.2796,-0.9447,0.0408,83.0,0.6312
2374,1,17,1.9046,0.2924,7,12,2.3,2.415,0.317,0.256,0.142,0.4,24.5,5.19,0,0.2131,0.1537,3,0,0.0895,1.1035,0.0267,67.0,0.2382
699,0,9,2.5675,0.1153,18,38,3.4,4.282,0.088,0.1519,0.2955,6.6,40.9,1.35,0,0.1334,0.0339,0,0,0.3775,-0.5155,-1.3152,34.0,0.5699
3084,0,19,6.5781,0.0958,27,9,11.5,2.203,0.0285,0.0946,0.1397,1.4,16.7,14.19,1,0.3201,0.4881,1,0,0.2152,-0.8172,0.3733,30.0,0.287
3247,0,17,0.4721,1.1213,18,32,9.7,1.702,0.1217,0.3557,0.3472,1.1,17.3,226.53,0,0.1537,0.1506,5,0,0.4339,0.1631,0.1041,19.0,0.9654
129,2,16,1.5602,0.3347,23,49,6.8,3.063,0.1755,0.316,0.1057,2.4,8.8,98.35,0,0.2146,0.1892,2,0,0.0417,0.7192,-0.6929,70.0,0.7024
942,0,1,5.4266,0.0061,16,19,8.2,1.789,0.413,0.4047,0.1733,3.5,43.0,14.63,0,0.0527,0.145,2,0,0.1181,0.799,0.1371,19.0,0.5649
1634,0,17,6.1341,0.0919,23,20,5.6,3.607,0.3368,0.3549,0.3184,8.2,52.5,19.88,0,0.1389,0.1911,2,1,0.1288,1.162,0.718,93.0,0.5548
1050,7,22,3.0177,0.2404,6,24,3.3,1.49,0.1296,0.3886,0.2333,4.0,11.0,66.18,0,0.0544,0.1502,1,0,0.0777,-1.0654,-0.199,84.0,0.3305
2235,5,15,1.3524,0.3608,13,36,2.1,4.448,0.2563,0.5005,0.2092,7.0,25.4,10.75,1,0.0671,0.1895,4,1,0.1534,0.9967,-1.0308,84.0,0.2136
70,3,16,3.7313,0.1417,8,42,2.7,2.282,0.3652,0.5969,0.171,1.1,7.5,41.65,0,0.5409,0.0971,1,1,0.2016,-0.805,-0.0526,61.0,0.4708
707,7,18,0.7455,0.7703,11,59,2.0,3.794,0.2886,0.4234,0.4027,0.8,48.9,3.06,1,0.5019,0.1605,1,0,0.0763,0.3214,0.4113,51.0,0.0107
1924,3,5,4.0626,0.0407,10,4,6.5,1.4,0.1636,0.1907,0.0297,1.5,114.1,6.85,0,0.1144,0.0293,0,0,0.1353,-0.5558,1.8411,56.0,0.0441
586,4,7,1.4994,0.1522,30,13,9.3,2.956,0.065,0.3587,0.1809,4.6,15.2,47.63,0,0.1938,0.1336,1,0,0.6792,-1.1526,-1.7412,62.0,0.8059
815,6,6,3.191,0.062,19,10,8.0,2.172,0.1725,0.4992,0.0355,0.9,12.4,14.21,0,0.0931,0.0726,5,0,0.1405,-0.042,-0.378,79.0,0.5676
1781,2,8,4.7818,0.0554,15,22,2.9,3.873,0.3423,0.2399,0.3848,0.3,5.6,12.93,1,0.299,0.0192,0,1,0.4049,0.0947,-0.4166,79.0,0.8392
3434,1,10,2.7474,0.1199,78,19,27.9,2.701,0.2437,0.0892,0.266,3.1,7.6,720.0,0,0.3881,0.4737,2,0,0.5648,0.0897,0.5358,65.0,0.0849
2886,2,6,15.4363,0.0129,5,47,1.9,1.965,0.4332,0.1359,0.1969,4.8,22.2,520.27,1,0.1563,0.132,0,0,0.3178,-0.5746,-0.5126,59.0,0.4643
2621,2,17,5.7806,0.0975,20,27,3.9,4.087,0.3813,0.0451,0.2191,1.6,8.2,28.28,1,0.4037,0.1503,1,0,0.4508,-0.2223,-1.8406,45.0,0.3765
2235,2,21,2.0219,0.3406,9,18,1.5,3.908,0.1646,0.4833,0.3633,1.8,6.8,103.8,1,0.0425,0.081,1,0,0.2925,0.1375,0.1496,32.0,0.7736
3187,4,4,5.9906,0.0221,7,28,2.5,2.166,0.9595,0.5936,0.6236,18.5882,12.8,43.79,0,0.104,0.3382,2,1,0.3438,-0.4919,1.4195,71.0,0.3519
38,3,6,4.0801,0.0486,15,26,4.8,2.759,0.1148,0.0908,0.3586,1.6,36.4,110.0,0,0.1651,0.2946,3,0,0.1458,-1.1828,0.8971,70.0,0.2468
883,3,11,12.4323,0.0294,11,59,4.3,2.19,0.7573,0.2388,0.1137,2.7,13.9,287.58,0,0.423,0.233,3,1,0.1522,-0.0607,-0.5312,46.0,0.6381
2248,3,10,2.4613,0.1336,7,46,2.3,2.153,0.44,0.0415,0.2807,0.6,26.3,45.81,0,0.1556,0.2412,2,1,0.0571,-0.8527,-1.6114,58.0,0.0862
491,7,23,0.7951,0.9254,6,27,2.3,2.07,0.3525,0.6119,0.0255,2.0,34.5,61.42,0,0.5733,0.2225,3,0,0.2083,-1.3973,-0.5134,99.0,0.0882
10,1,17,3.0832,0.1818,10,6,1.2,15.0,0.0701,0.1231,0.1939,1.5,30.0,29.44,0,0.4253,0.354,0,0,0.6579,-1.5756,1.377,51.0,0.2304
3204,3,15,0.8373,0.5743,33,32,11.8,2.632,0.0203,0.3666,0.3664,0.5,41.2,1.1,0,0.2883,0.4039,2,0,0.0681,0.1351,-0.8643,92.0,0.2972
1233,1,6,4.564,0.0435,27,9,9.8,2.508,0.0853,0.1468,0.1522,0.0,37.7,5.47,0,0.1884,0.2369,0,1,0.3145,0.8209,1.2945,76.0,0.1122
3534,5,18,5.6434,0.1057,13,19,4.3,2.532,0.3239,0.1451,0.113,0.6,4.1,244.62,0,0.0562,0.5008,1,0,0.4553,0.6614,-1.0483,74.0,0.5555
1389,5,14,2.0932,0.2195,25,3,10.3,2.275,0.2384,0.2746,0.1882,10.1,11.3,11.81,0,0.3807,0.2786,2,0,0.4078,0.1397,-0.369,77.0,0.0906
3486,0,13,1.8754,0.227,8,32,1.3,3.513,0.2215,0.3104,0.4859,6.9,16.4,1.92,0,0.283,0.1298,3,0,0.0835,1.246,-0.2938,79.0,0.7342
1633,4,16,2.1251,0.2471,32,39,13.8,2.205,0.0784,0.2037,0.1294,1.3,7.5,2.02,1,0.2621,0.3986,2,0,0.2759,0.0499,-0.4433,7.0,0.0136
3241,6,23,4.0525,0.1876,18,40,6.5,2.5,0.2852,0.4457,0.1515,2.3,44.8,39.52,1,0.3771,0.1889,1,0,0.149,-0.7685,2.2174,38.0,0.0626
387,3,8,5.0798,0.0522,11,0,2.4,3.26,0.1281,0.2468,0.0731,0.4,82.0,6.02,0,0.1633,0.3572,4,0,0.2612,-1.3041,-2.019,57.0,0.2552
2878,1,5,1.5864,0.1029,14,59,7.5,1.646,0.067,0.0336,0.0725,2.3,4.0,15.76,0,0.1331,0.3223,3,0,0.0784,0.6988,-0.8582,9.0,0.011
1482,3,17,3.6681,0.1531,32,4,14.2,2.119,0.3535,0.5745,0.1134,2.5,47.7,14.17,0,0.2886,0.2226,3,0,0.1011,-0.4789,-0.4992,33.0,0.6514
1193,3,19,3.9958,0.1572,34,14,13.1,2.429,0.5072,0.0972,0.3922,1.5,18.0,2.41,0,0.4674,0.3491,0,1,0.0574,-1.2284,-1.7061,2.0,0.0475
2566,1,3,19.315,0.0052,24,2,10.1,2.221,0.0615,0.357,0.0355,1.3,12.6,67.91,0,0.2635,0.6545,2,0,0.2573,0.6594,0.4197,49.0,0.1019
239,4,17,4.3872,0.1282,8,51,2.0,2.899,0.6906,0.5994,0.8407,10.9702,25.8,19.25,0,0.2494,0.1742,3,0,0.1232,-0.5588,0.2231,76.0,0.8779
2142,5,15,2.7621,0.1789,31,36,9.4,3.02,0.1631,0.1309,0.1257,1.9,44.1,347.75,1,0.014,0.6941,16,1,0.4435,-0.7637,-0.6585,64.0,0.2815
3451,4,15,2.1711,0.2268,7,40,2.8,2.044,0.5788,0.1404,0.6089,2.9,16.4,86.74,0,0.2303,0.3083,0,0,0.3744,0.8332,1.0619,45.0,0.3258
3230,4,4,1.2627,0.1029,14,43,3.2,3.494,0.0357,0.2874,0.0339,4.9,50.8,64.07,0,0.3206,0.0819,5,0,0.2667,1.0443,0.4723,78.0,0.1392
406,3,5,4.5625,0.0363,80,2,35.0,2.22,0.0987,0.1117,0.2973,5.9,41.9,35.38,1,0.039,0.3735,3,0,0.2613,1.4932,-0.7765,48.0,0.7613
1494,5,15,2.8405,0.174,11,11,3.4,2.546,0.0577,0.0498,0.2248,1.3,11.6,30.61,0,0.1031,0.057,0,1,0.2075,0.3252,0.2147,2.0,0.9359
1169,4,19,4.7752,0.1317,18,40,5.7,2.814,0.0448,0.4941,0.1904,4.9,20.7,18.34,0,0.2396,0.1516,1,0,0.026,1.5391,-0.0406,80.0,0.6017
1213,2,4,2.1099,0.0622,29,25,11.6,2.349,0.0166,0.1203,0.1925,3.2,17.0,1.55,0,0.4804,0.4722,1,0,0.3525,-1.5222,0.2983,57.0,0.9555
1868,2,20,7.8704,0.0843,40,27,16.6,2.317,0.4711,0.4671,0.2915,4.5,25.5,1.91,0,0.1877,0.1366,1,1,0.43,-1.2285,0.0465,28.0,0.1299
1071,6,6,3.0871,0.0641,4,25,0.7,2.425,0.3303,0.2551,0.1754,5.1,32.7,19.51,0,0.1619,0.0784,2,0,0.1279,-3.0202,0.0631,89.0,0.3051
3507,4,7,24.1462,0.0097,7,0,4.2,1.527,0.1848,0.0846,0.0651,2.7,20.8,148.22,0,0.2013,0.2344,4,0,0.09,1.1769,1.1521,67.0,0.7211
3496,4,6,1.6506,0.1188,12,44,3.6,2.769,0.7051,0.7676,0.9759,50.2132,14.9,108.87,1,0.1579,0.4995,2,1,0.2959,2.4195,-0.9189,59.0,0.5017
2144,2,17,1.9532,0.2853,11,21,4.9,1.886,0.2354,0.1303,0.008,0.7,10.4,12.81,0,0.2064,0.3363,2,0,0.4283,-0.8103,0.0359,58.0,0.5154
2700,0,15,1.8586,0.2643,26,6,12.9,1.904,0.3075,0.0846,0.044,0.8,15.9,15.43,1,0.2879,0.1801,0,0,0.0745,-1.2993,0.3985,65.0,0.5287
3537,7,24,1.281,0.6087,18,53,8.7,1.893,0.0977,0.4014,0.1515,4.2,54.6,91.78,0,0.2568,0.1625,1,0,0.1515,-0.2442,0.4602,48.0,0.8025
